pH,Hardness,Solids,Chlorine,Sulfate,Lead,Mercury,Coliform,Quality
7.74,207.6,170.3,0.415,136.1,0.00089,9e-05,23,Tốt
10.04,523.1,183.6,0.879,658.2,0.00136,0.00062,8,Kém
6.17,93.0,465.4,5.856,215.1,0.00503,0.03656,2,Nguy hiểm
7.44,83.4,414.2,0.304,207.8,0.00349,0.00264,98,Trung bình
3.64,176.5,428.9,8.192,136.5,0.00303,0.00235,10,Nguy hiểm
5.17,206.9,109.7,4.687,56.9,0.03988,0.00053,853,Kém
7.12,161.8,131.3,1.006,202.9,0.03276,0.00739,700,Kém
7.06,211.5,331.2,0.086,409.8,0.00088,0.00044,8,Trung bình
7.03,162.8,255.6,0.921,43.6,0.00789,0.00073,5,Tốt
6.29,873.1,110.9,8.294,1202.5,0.00729,0.00015,17,Nguy hiểm
7.04,137.3,1582.6,1.988,43.5,0.00578,0.00517,497,Kém
8.09,105.0,252.0,0.678,77.6,0.00784,0.00135,19,Tốt
7.33,719.4,139.8,1.126,845.4,0.01157,0.0078,618,Kém
7.23,178.0,210.9,1.226,701.3,0.03363,0.00106,634,Kém
7.91,389.8,476.8,1.571,102.8,0.01345,0.00048,2,Trung bình
5.25,634.3,2193.5,1.78,196.7,0.00627,0.00461,19,Kém
7.16,515.3,262.0,3.902,1078.6,0.19379,0.00147,18,Nguy hiểm
7.74,175.1,462.1,0.467,156.2,0.00563,0.00141,6,Tốt
7.18,90.0,172.7,4.421,802.9,0.02128,0.00762,19,Kém
7.43,84.6,296.2,1.932,116.4,0.00212,0.00116,6,Tốt
10.78,136.0,2334.0,0.574,1367.1,0.01844,0.00085,22,Nguy hiểm
6.03,305.7,434.8,1.471,47.6,0.01303,0.00057,21,Trung bình
6.83,683.1,396.4,1.535,334.1,0.00393,0.00518,553,Kém
7.79,156.9,217.8,0.74,185.7,0.00095,0.00108,16,Tốt
8.71,139.1,100.1,1.073,96.3,0.01347,0.0003,18,Trung bình
11.9,171.1,114.7,0.065,120.5,0.02489,0.01288,3,Nguy hiểm
7.05,186.7,476.4,5.49,147.3,0.00239,0.0012,334,Nguy hiểm
7.38,188.1,81.2,1.564,181.5,0.00492,0.00122,2,Tốt
9.92,359.2,1793.2,1.551,518.3,0.03847,0.00053,16,Kém
7.3,161.1,382.0,0.965,152.1,0.00537,0.00127,14,Tốt
8.09,215.7,106.5,0.67,176.0,0.00626,0.00144,3,Tốt
7.06,710.2,2098.8,4.594,630.3,0.00404,0.00056,13,Kém
7.32,682.0,242.8,1.015,65.6,0.03939,0.00624,19,Kém
8.14,85.8,410.2,1.878,90.8,0.00314,9e-05,18,Tốt
7.8,83.1,233.8,0.585,103.7,0.00568,0.0006,11,Tốt
8.6,159.0,870.9,0.08,52.4,0.00288,0.00096,8,Trung bình
6.91,200.9,470.4,1.29,213.3,0.00668,0.00132,16,Tốt
6.86,219.0,902.1,3.446,177.3,0.00714,0.00086,12,Trung bình
7.39,150.5,203.7,0.05,354.9,0.01212,0.00141,22,Trung bình
7.5,158.1,222.0,1.884,149.3,0.0125,0.00132,144,Trung bình
6.73,368.9,1842.6,1.711,826.2,0.00301,0.0064,273,Kém
6.83,319.5,215.5,0.561,402.2,0.01395,0.00105,19,Trung bình
7.6,590.8,1619.2,1.533,108.5,0.04086,0.00059,19,Kém
8.03,584.7,421.3,0.05,619.4,0.00517,0.00604,4,Kém
8.09,215.7,104.8,1.786,115.6,0.00689,0.00128,22,Tốt
6.98,218.6,288.9,1.726,183.4,0.00168,0.00112,20,Tốt
7.67,366.3,404.8,1.586,216.3,0.00667,2e-05,155,Trung bình
6.74,151.4,220.9,0.863,217.9,0.00699,0.00035,0,Tốt
7.8,523.2,1636.1,0.661,839.6,0.01158,0.00893,15,Kém
8.07,216.2,108.4,4.197,151.7,0.00712,0.00352,138,Trung bình
7.05,173.7,937.0,1.29,1152.5,7e-05,0.00364,4282,Nguy hiểm
7.37,144.9,131.0,0.653,112.2,0.00094,0.00051,2,Tốt
8.05,157.4,80.6,4.614,217.6,0.02714,0.00735,562,Kém
7.49,146.9,131.2,1.422,156.0,0.0066,0.00055,12,Tốt
7.3,601.7,221.2,1.132,182.1,0.00786,0.00045,4269,Nguy hiểm
7.85,118.5,397.0,3.619,294.8,0.00655,0.00032,18,Trung bình
6.71,124.5,190.0,1.473,88.9,0.00071,0.0009,9,Tốt
8.17,171.5,183.7,1.124,55.6,0.00154,0.00111,18,Tốt
3.84,361.7,165.9,0.716,401.4,0.00118,0.00119,3,Nguy hiểm
9.75,162.1,377.3,1.638,150.1,0.02424,0.00659,16,Kém
6.94,125.8,236.9,1.236,56.7,0.00052,0.00147,25,Tốt
7.52,111.2,109.2,0.468,93.3,0.00398,0.00109,17,Tốt
7.11,103.5,446.4,3.95,41.5,0.01171,0.00143,16,Trung bình
9.64,307.0,370.2,0.698,697.3,0.01958,0.00524,22,Kém
7.65,105.5,918.9,1.505,343.4,0.00157,0.00051,5,Trung bình
8.04,199.9,192.5,0.023,45.3,0.01318,0.00116,9,Trung bình
8.16,127.5,296.9,0.394,154.3,0.01355,0.00297,91,Trung bình
7.08,565.4,130.6,4.768,520.4,0.00246,0.00148,215,Kém
4.89,726.5,150.2,3.913,84.6,0.00633,0.00115,5,Nguy hiểm
7.87,213.4,89.3,1.618,51.6,0.00296,0.00107,17,Tốt
8.6,130.6,382.9,0.695,111.5,0.01193,0.00129,17,Trung bình
5.13,137.2,2194.0,0.744,769.7,0.02762,0.00103,122,Kém
7.18,90.8,929.9,1.696,285.1,0.00064,0.00057,137,Trung bình
7.59,187.8,215.6,1.489,108.7,0.00776,0.00024,17,Tốt
7.95,342.7,167.8,0.582,217.3,0.01277,0.00012,169,Trung bình
7.33,159.1,256.2,1.863,61.9,0.00452,0.00112,20,Tốt
8.9,386.7,179.8,0.053,117.2,0.00022,0.00103,3,Trung bình
10.05,718.5,115.2,1.934,417.3,0.00104,0.00748,15,Kém
5.35,85.9,315.2,1.318,125.2,0.03224,0.00565,10,Kém
5.36,625.3,355.7,0.798,64.4,0.00793,0.00455,871,Kém
7.51,174.7,346.3,1.474,91.4,0.00141,0.00094,11,Tốt
7.01,146.4,448.8,3.529,152.6,0.00064,0.00322,68,Trung bình
7.87,136.4,289.9,5.206,550.2,0.00208,0.03945,766,Nguy hiểm
7.87,184.2,93.7,1.362,134.0,0.0005,0.00135,14,Tốt
7.13,140.3,433.8,1.749,173.5,0.00648,0.00146,21,Tốt
7.03,626.3,1747.3,4.329,53.4,0.02505,0.00031,4,Kém
8.16,158.8,835.0,3.781,100.9,0.01443,0.00044,23,Trung bình
7.85,169.2,854.8,1.761,44.1,0.0173,0.00131,2603,Nguy hiểm
8.02,326.4,395.7,1.589,296.8,0.00145,0.00277,7,Trung bình
10.8,127.2,2266.2,1.597,414.8,0.00676,0.0009,4892,Nguy hiểm
8.16,706.2,858.8,1.346,74.3,0.02836,0.00127,736,Kém
5.12,216.7,1781.3,0.719,151.5,0.00508,0.00811,19,Kém
6.91,83.4,367.9,1.72,165.8,0.00017,0.00131,21,Tốt
7.62,156.2,217.5,1.677,1317.7,0.11545,0.00885,4,Nguy hiểm
7.75,139.8,463.9,1.559,58.1,0.00731,0.0014,20,Tốt
7.15,80.8,3181.0,0.074,1050.4,0.00596,0.04159,7,Nguy hiểm
8.04,335.1,245.9,3.399,204.5,0.01281,0.00068,16,Trung bình
7.07,147.0,234.6,4.586,187.0,0.09967,0.02939,15,Nguy hiểm
7.62,144.8,439.2,0.369,151.5,0.17229,0.00052,152,Nguy hiểm
6.82,385.7,1067.7,1.649,58.4,0.00476,0.00033,7,Trung bình
11.0,145.6,259.1,8.602,193.2,0.00654,0.00084,20,Nguy hiểm
6.74,128.5,323.3,1.981,158.9,0.00616,0.00016,16,Tốt
7.18,80.6,357.8,4.318,110.8,0.04348,0.00245,735,Kém
6.89,214.7,1757.1,4.336,118.5,0.02595,0.00837,20,Kém
9.9,580.9,486.9,0.368,188.8,0.01226,0.00855,15,Kém
7.72,209.2,121.2,1.638,145.1,0.00689,0.00135,10,Tốt
11.2,82.1,149.4,1.239,193.9,0.15407,2e-05,10,Nguy hiểm
7.42,913.5,220.5,3.263,1083.3,0.00063,0.00131,16,Nguy hiểm
3.51,394.6,321.8,0.385,110.9,0.0034,0.00026,18,Nguy hiểm
7.6,155.5,278.1,4.488,578.6,0.01655,0.00094,549,Kém
7.61,115.7,1020.7,4.395,218.1,0.00025,0.04588,21,Nguy hiểm
7.97,686.0,1692.1,1.111,801.6,0.00546,0.0004,14,Kém
8.07,90.9,166.5,1.697,150.4,0.15002,0.00282,5,Nguy hiểm
7.73,170.5,331.6,0.87,130.9,0.00113,0.00115,3,Tốt
7.15,387.6,1084.4,0.804,172.8,0.00252,0.00254,19,Trung bình
4.75,194.3,418.2,0.425,1343.4,0.00412,0.0013,22,Nguy hiểm
7.22,639.1,130.3,1.82,201.9,0.03813,0.00754,657,Kém
7.72,172.6,138.3,3.258,141.8,0.01074,0.00069,7,Trung bình
7.77,158.8,471.0,0.732,176.0,0.00507,0.00103,5,Tốt
7.79,148.2,227.3,1.582,365.7,0.00428,0.00328,9,Trung bình
7.49,116.5,128.3,1.582,1374.6,0.00503,0.03081,3614,Nguy hiểm
5.21,372.9,297.9,1.337,543.6,0.02562,0.00829,20,Kém
7.76,350.0,1031.7,0.028,152.8,0.00348,0.00052,23,Trung bình
8.68,91.8,803.3,0.743,339.6,0.00592,0.00096,16,Trung bình
6.95,210.5,165.9,0.429,89.6,0.00357,0.00012,16,Tốt
7.16,680.7,3034.8,1.309,144.4,0.03107,0.00014,3374,Nguy hiểm
7.55,390.5,860.2,0.351,192.1,0.00387,0.00088,21,Trung bình
7.49,314.0,439.3,3.167,126.8,0.00093,0.00272,2,Trung bình
7.17,133.7,339.3,0.811,198.2,0.00414,0.00048,22,Tốt
11.73,193.2,176.5,1.504,66.5,0.00701,0.04533,7,Nguy hiểm
9.04,172.6,446.8,1.497,311.6,0.00498,0.00015,5,Trung bình
7.47,89.6,2144.2,4.459,612.8,0.00554,0.00325,496,Kém
7.84,589.7,2174.8,0.789,154.1,0.00162,0.00757,18,Kém
7.57,138.9,147.0,0.954,95.9,0.00317,0.00124,16,Tốt
8.08,587.7,110.7,1.669,203.0,0.00311,0.00553,212,Kém
7.36,149.7,488.2,1.014,139.6,0.00558,0.00052,14,Tốt
8.17,215.0,174.5,0.747,166.1,0.00107,0.00103,4,Tốt
9.7,609.5,435.7,0.694,784.2,0.01353,0.00631,12,Kém
7.17,326.4,453.2,1.6,130.3,0.00626,0.00069,138,Trung bình
6.74,136.5,142.8,0.028,63.7,0.01195,0.00248,21,Trung bình
8.19,520.7,2180.7,1.739,143.2,0.00431,0.00107,613,Kém
3.7,752.0,360.1,1.049,1228.1,0.00349,0.00053,11,Nguy hiểm
7.32,204.9,478.3,0.737,80.6,0.00423,0.00065,20,Tốt
6.73,159.5,1068.5,0.358,178.6,0.01397,0.00094,71,Trung bình
8.8,171.4,118.0,0.617,202.5,0.01098,0.0006,17,Trung bình
9.66,82.2,2095.3,0.781,63.7,0.00146,0.00713,23,Kém
6.33,168.2,393.7,0.999,612.2,0.03255,0.00606,468,Kém
3.47,701.5,325.8,1.579,61.7,0.00182,0.00113,389,Nguy hiểm
6.16,87.5,140.1,0.087,76.1,0.01319,0.00063,23,Trung bình
6.33,510.3,2017.0,0.515,113.7,0.0077,0.00645,23,Kém
7.6,89.3,949.3,1.095,112.8,0.00289,0.0036,15,Trung bình
7.13,211.7,894.8,4.221,584.4,0.00774,0.00036,583,Kém
5.37,165.4,197.5,6.744,65.9,0.0071,0.00821,8,Nguy hiểm
6.72,181.7,308.3,0.562,191.4,0.00791,0.00116,10,Tốt
9.67,159.4,349.4,0.053,657.6,0.01704,0.00707,9,Kém
7.89,219.3,275.1,0.458,135.1,0.00605,0.00039,2,Tốt
6.31,106.8,404.3,1.77,54.1,0.00379,0.00234,1,Trung bình
7.28,121.7,212.2,0.862,135.8,0.00377,0.00073,18,Tốt
7.67,182.4,804.3,3.786,67.3,0.00728,0.00308,22,Trung bình
7.98,139.9,749.2,0.034,350.9,0.00621,0.00057,4,Trung bình
6.75,151.6,454.6,4.535,1283.0,0.00474,0.00142,4,Nguy hiểm
7.89,318.7,481.0,1.134,197.0,0.00513,0.02808,1,Nguy hiểm
7.29,98.2,391.7,1.29,102.8,0.00753,0.00149,8,Tốt
7.53,595.9,241.1,4.589,207.2,0.04462,0.00677,18,Kém
7.99,392.8,764.0,0.874,137.0,0.01245,0.00081,5,Trung bình
7.53,108.2,204.4,0.327,314.8,0.00092,0.00052,93,Trung bình
8.1,101.7,95.1,3.26,130.5,0.00645,0.00282,84,Trung bình
7.54,111.5,192.3,0.051,219.1,0.09219,0.00131,57,Nguy hiểm
7.78,190.8,461.4,1.657,148.3,0.00794,0.00114,4,Tốt
7.66,684.4,1923.4,1.028,72.7,0.0067,0.00688,16,Kém
8.06,203.3,496.1,0.487,143.3,0.00681,0.00056,6,Tốt
7.56,213.8,302.8,1.897,157.4,0.00035,0.00089,15,Tốt
7.7,138.2,438.8,4.624,1358.2,0.00598,0.02693,2,Nguy hiểm
7.01,162.0,468.5,1.465,90.7,0.00768,0.00069,16,Tốt
8.18,537.5,277.7,1.935,87.3,0.00111,0.01245,22,Nguy hiểm
7.59,638.5,133.9,0.509,791.7,0.03712,0.00108,803,Kém
8.06,675.9,1516.5,4.775,183.0,0.00617,0.00723,8,Kém
7.3,159.7,427.5,0.767,62.6,0.0012,0.00139,0,Tốt
6.74,185.2,789.3,0.026,107.1,0.00616,0.00304,21,Trung bình
7.48,135.6,425.2,0.558,74.5,0.00403,0.00117,18,Tốt
7.75,104.1,406.0,1.613,214.6,0.00426,0.00022,14,Tốt
7.47,151.4,234.3,4.506,1079.9,0.00046,0.00088,1977,Nguy hiểm
7.79,203.2,293.6,1.702,130.9,0.00277,0.00127,12,Tốt
7.55,716.1,113.3,8.876,91.1,0.00203,0.00468,15,Nguy hiểm
8.86,107.2,80.4,1.691,320.2,0.00242,0.00068,18,Trung bình
7.58,375.6,1039.5,3.12,89.6,0.00788,0.00033,19,Trung bình
6.95,186.5,202.6,1.332,195.5,0.00557,6e-05,14,Tốt
7.49,168.1,489.7,0.023,264.4,0.0118,0.001,3,Trung bình
7.89,127.7,1058.6,0.048,1158.4,0.00578,0.00135,14,Nguy hiểm
7.36,122.2,345.2,1.942,146.0,0.00711,0.00059,24,Tốt
8.11,572.0,221.8,0.637,1138.1,0.00073,0.02523,409,Nguy hiểm
7.32,201.7,304.5,0.921,598.3,0.03439,0.00867,382,Kém
7.4,382.7,136.9,0.412,85.4,0.00249,0.00224,4,Trung bình
7.14,150.3,279.5,0.947,130.6,0.00572,0.00061,18,Tốt
7.42,408.7,438.4,1.864,555.2,0.02637,0.00521,483,Kém
7.26,133.0,178.6,1.583,43.7,0.00143,0.00085,5,Tốt
8.14,92.9,1791.6,4.938,675.1,0.04161,0.00138,8,Kém
7.94,380.5,472.9,0.532,68.6,0.00762,0.00027,175,Trung bình
7.7,126.6,111.7,1.392,149.2,0.0067,0.00097,24,Tốt
5.19,182.5,1038.4,4.279,140.1,0.02502,0.00074,434,Kém
7.68,578.4,285.3,8.533,116.0,0.10537,0.00074,3,Nguy hiểm
7.28,140.4,313.5,1.31,85.3,0.00392,0.00092,22,Tốt
7.03,181.3,427.8,4.671,411.9,0.0448,0.00133,669,Kém
5.12,151.1,351.9,4.329,610.4,0.00373,0.0067,23,Kém
7.47,158.0,405.9,0.572,78.9,0.00208,0.00069,5,Tốt
7.62,305.7,424.4,1.749,388.4,0.00195,0.00049,14,Trung bình
6.79,116.1,842.2,1.647,315.8,0.0139,3e-05,22,Trung bình
5.39,159.5,105.3,4.832,132.5,0.0429,0.00715,8,Kém
6.19,176.7,342.9,1.375,153.9,0.01783,0.00147,4413,Nguy hiểm
7.3,165.4,497.6,1.121,166.6,0.00199,1e-05,3,Tốt
5.16,689.0,1656.3,1.426,550.8,0.00225,0.00125,10,Kém
6.09,143.7,355.3,1.885,319.0,0.0057,0.00141,59,Trung bình
8.13,178.7,1559.1,0.769,570.7,0.00362,0.00888,236,Kém
7.99,173.1,453.2,0.624,209.8,0.00528,0.00239,91,Trung bình
4.86,160.3,159.2,8.515,107.7,0.00301,0.00135,3105,Nguy hiểm
7.54,186.7,154.0,1.656,318.7,0.13132,0.00045,16,Nguy hiểm
7.27,110.4,349.0,0.902,112.5,0.00286,0.00059,21,Tốt
10.08,404.2,219.0,4.625,1080.8,0.00214,0.00097,22,Nguy hiểm
7.06,612.9,2021.9,1.313,112.2,0.04136,0.00018,21,Kém
7.01,410.3,2790.2,6.639,140.1,0.00419,0.02,17,Nguy hiểm
11.91,372.6,496.0,3.395,90.8,0.00485,0.00063,15,Nguy hiểm
6.18,389.3,107.0,1.875,156.0,0.00119,0.0003,6,Trung bình
7.27,162.9,100.8,1.098,1314.5,0.00742,0.03746,4719,Nguy hiểm
8.06,193.3,153.0,3.139,275.6,0.01391,0.00029,15,Trung bình
7.04,152.8,1684.4,0.973,536.4,0.00551,0.00791,580,Kém
6.72,530.6,1766.2,1.15,202.3,0.00225,0.00669,708,Kém
7.13,122.3,3158.8,1.966,212.6,0.0042,0.03786,176,Nguy hiểm
7.33,716.5,223.2,3.248,155.3,0.00153,0.00881,3313,Nguy hiểm
6.76,198.3,449.9,0.406,54.3,0.00281,0.00091,21,Tốt
8.73,317.1,812.9,1.545,99.3,0.00431,0.00037,21,Trung bình
7.78,113.9,245.9,1.166,140.9,0.00338,0.00087,20,Tốt
7.09,105.4,420.2,3.903,305.4,0.00536,0.00304,4,Trung bình
7.32,152.3,476.8,0.483,78.5,0.00723,0.00139,20,Tốt
6.22,399.5,188.8,0.518,114.2,0.01064,0.00106,11,Trung bình
7.86,137.1,1029.4,0.316,41.9,0.00301,0.00057,160,Trung bình
6.71,159.5,1846.4,4.795,40.1,0.00424,0.00498,795,Kém
7.4,169.9,281.1,0.071,196.9,0.01137,3e-05,104,Trung bình
7.08,175.3,184.7,0.036,361.7,0.01432,0.00086,24,Trung bình
10.01,116.3,1819.5,1.051,731.7,0.00603,0.00052,15,Kém
7.65,110.4,337.4,1.837,102.9,0.01829,0.0309,826,Nguy hiểm
5.43,131.5,197.1,4.402,98.6,0.01288,0.00139,417,Kém
7.67,124.1,269.0,1.925,175.0,0.00385,0.00028,23,Tốt
7.2,171.7,111.0,1.999,138.1,0.00613,0.00092,3,Tốt
7.64,210.4,500.0,0.945,177.2,0.00417,0.00134,24,Tốt
3.78,692.6,445.8,5.77,167.2,0.00107,5e-05,4095,Nguy hiểm
7.74,198.9,235.4,1.865,145.1,0.00678,0.00099,0,Tốt
8.1,635.7,829.6,7.772,184.1,0.00538,0.00048,2572,Nguy hiểm
6.25,88.0,973.6,1.687,100.1,0.00557,0.00109,25,Trung bình
7.92,195.7,119.8,1.261,127.2,0.00032,0.00014,22,Tốt
7.74,130.9,450.7,1.566,171.4,0.00338,0.00088,9,Tốt
10.22,117.2,132.0,8.854,57.8,0.11398,0.00233,6,Nguy hiểm
8.2,186.8,799.4,0.37,357.5,0.00198,0.00072,105,Trung bình
7.62,101.9,1759.2,0.652,195.0,0.01824,0.00831,712,Kém
7.19,218.0,263.1,1.225,210.4,0.00206,0.00106,11,Tốt
4.44,81.6,2545.8,1.162,193.3,0.00343,0.00144,95,Nguy hiểm
11.95,355.6,310.5,3.299,61.7,0.00722,0.00067,168,Nguy hiểm
5.16,694.7,137.9,1.074,126.9,0.00566,0.0071,4,Kém
7.75,219.3,148.3,1.833,60.5,0.0079,0.00035,19,Tốt
10.05,512.8,1580.0,0.033,199.0,0.00431,0.00118,514,Kém
6.99,573.4,259.8,0.024,169.7,0.02063,0.00824,599,Kém
6.78,88.6,87.7,0.805,145.8,0.00535,0.00136,11,Tốt
9.09,110.6,774.9,1.968,66.5,0.0074,0.00111,9,Trung bình
7.36,152.0,497.4,1.568,111.9,0.00348,0.00136,12,Tốt
6.79,174.2,340.9,0.971,182.5,0.00227,0.0,20,Tốt
8.14,159.7,1550.5,0.532,196.0,0.00645,0.00059,3488,Nguy hiểm
7.19,170.2,284.2,1.002,155.5,0.00117,0.00031,19,Tốt
7.95,138.4,174.1,1.665,177.1,0.00138,0.0005,14,Tốt
6.96,154.2,208.5,1.737,173.0,0.00793,0.00092,13,Tốt
6.38,205.0,169.1,0.5,293.0,0.00103,0.00037,2,Trung bình
7.6,93.0,293.6,1.217,68.0,0.00759,0.00105,0,Tốt
7.73,201.7,449.0,0.845,50.1,0.00773,5e-05,20,Tốt
7.67,160.7,299.8,1.842,61.5,0.00632,0.00052,1,Tốt
6.17,152.9,405.5,0.814,362.0,0.00379,0.00047,12,Trung bình
8.02,188.8,269.8,0.924,178.7,0.00638,0.00107,22,Tốt
7.6,694.8,2118.2,0.541,193.9,0.00375,0.00814,17,Kém
7.33,216.5,149.7,1.753,55.2,0.0061,0.00094,20,Tốt
6.71,541.4,95.4,1.327,563.0,0.03324,0.00066,14,Kém
7.27,525.3,107.3,0.304,281.3,0.00295,0.00647,3770,Nguy hiểm
7.5,218.1,312.2,0.786,739.6,0.042,0.00081,849,Kém
6.44,176.4,310.4,4.148,90.6,0.01269,0.00048,19,Trung bình
7.68,177.6,109.8,1.61,101.4,0.00585,0.00113,8,Tốt
7.01,196.2,444.8,1.375,178.7,0.0017,1e-05,11,Tốt
6.98,81.4,356.7,0.734,256.8,0.01054,0.00352,7,Trung bình
6.91,181.9,1075.1,1.025,160.1,0.09502,0.00028,13,Nguy hiểm
5.41,681.2,2108.8,0.532,75.6,0.00225,8e-05,22,Kém
5.27,171.2,1751.9,1.678,779.9,0.03873,0.00093,5,Kém
8.14,169.6,1963.5,1.166,771.4,0.01741,0.0002,297,Kém
6.91,165.5,204.5,1.645,97.6,0.0022,0.00099,1,Tốt
10.11,153.0,1895.1,0.4,603.8,0.02208,0.00065,14,Kém
7.5,173.2,843.2,0.353,129.2,0.01119,0.00239,14,Trung bình
10.26,386.0,866.1,1.506,58.8,0.00717,0.00017,1491,Nguy hiểm
7.12,84.1,313.7,0.667,129.9,0.00797,0.00148,8,Tốt
5.1,121.3,3049.1,6.353,155.5,0.00124,0.00102,10,Nguy hiểm
6.93,330.4,310.0,0.939,85.3,0.00771,0.00319,62,Trung bình
6.8,174.0,488.5,0.444,148.4,0.00278,0.00057,2,Tốt
9.64,211.0,104.2,0.376,594.9,0.01791,0.00138,25,Kém
7.38,146.0,1672.7,4.267,176.9,0.03274,0.00034,534,Kém
6.98,94.3,1004.9,6.984,723.2,0.00102,0.00013,21,Nguy hiểm
8.08,172.1,101.2,1.436,112.4,0.00326,0.0038,158,Trung bình
7.93,135.7,113.2,1.896,214.8,0.00612,0.00037,13,Tốt
6.14,208.0,358.9,0.074,153.3,0.00519,3e-05,140,Trung bình
7.2,391.5,142.3,0.564,308.4,0.00418,0.0013,3,Trung bình
8.16,373.7,330.8,1.69,106.4,0.00478,0.00233,21,Trung bình
7.87,167.2,390.9,0.721,97.9,0.00611,0.03299,295,Nguy hiểm
7.73,136.0,324.5,1.936,163.1,0.00238,0.00145,20,Tốt
7.72,93.2,113.4,0.309,375.0,0.00201,0.00012,103,Trung bình
7.81,546.3,1595.0,1.253,540.3,0.02873,0.00051,14,Kém
4.61,214.4,396.2,1.316,121.3,0.01307,0.00058,16,Nguy hiểm
6.75,115.2,162.1,1.667,215.1,0.00589,0.00011,17,Tốt
7.54,160.1,462.7,1.921,825.3,0.02723,0.00121,624,Kém
6.76,197.0,306.4,0.542,722.6,0.00107,0.00452,855,Kém
7.24,425.3,326.5,0.868,62.5,0.00285,0.00096,134,Trung bình
8.03,574.1,160.0,9.677,172.6,0.00744,0.00231,17,Nguy hiểm
7.25,564.8,1868.9,0.653,218.3,0.00782,0.00509,331,Kém
5.13,677.4,377.5,0.072,657.8,0.00391,0.00595,18,Kém
7.91,187.5,477.5,0.755,133.0,0.00693,8e-05,23,Tốt
7.9,719.8,219.2,1.991,168.6,0.03381,0.00827,25,Kém
7.62,212.7,2396.3,0.899,152.3,0.0009,0.03782,10,Nguy hiểm
11.93,162.0,301.3,1.425,723.5,0.01267,0.00067,19,Nguy hiểm
7.57,196.1,130.9,1.447,338.4,0.0127,0.0007,170,Trung bình
5.21,186.5,330.3,4.251,580.4,0.00023,0.008,6,Kém
6.92,125.4,206.0,1.946,77.4,0.00747,0.00044,5,Tốt
11.05,140.0,410.7,1.417,179.6,0.1423,0.03697,4,Nguy hiểm
7.58,124.2,212.4,1.161,171.1,0.00545,0.00069,16,Tốt
6.35,184.3,1831.3,4.52,767.9,0.02312,7e-05,6,Kém
7.17,133.3,400.2,0.639,322.9,0.01338,0.00262,25,Trung bình
7.97,422.9,146.2,0.448,202.8,0.0025,0.00233,134,Trung bình
7.61,198.4,425.7,1.167,52.6,0.07633,0.00142,2233,Nguy hiểm
11.71,152.3,455.8,4.622,1362.0,0.00278,0.00123,6,Nguy hiểm
6.33,141.4,847.0,0.069,148.1,0.00609,1e-05,15,Trung bình
8.65,189.6,973.6,1.749,48.3,0.0026,0.00037,126,Trung bình
3.71,113.9,463.4,1.878,552.6,0.00039,0.03089,3,Nguy hiểm
9.65,192.5,2056.6,1.917,157.8,0.02762,0.00495,8,Kém
8.19,206.9,2786.1,9.663,213.5,0.00606,0.00114,4,Nguy hiểm
6.99,330.4,366.4,1.368,134.3,0.05598,0.00037,8,Nguy hiểm
8.89,165.2,152.2,0.615,353.6,0.00476,0.00017,24,Trung bình
7.98,212.5,454.0,4.757,167.5,0.00356,0.02205,118,Nguy hiểm
6.94,107.0,311.0,0.53,181.1,0.00254,0.00106,24,Tốt
6.92,92.4,240.6,1.269,86.6,0.00781,0.00294,4752,Nguy hiểm
7.36,145.8,216.6,1.192,105.7,0.00405,0.00082,6,Tốt
8.78,308.7,388.4,1.631,75.2,0.00299,0.00271,6,Trung bình
7.4,880.1,768.2,8.328,69.0,0.09415,0.00014,13,Nguy hiểm
7.79,165.7,248.9,1.787,63.8,0.00767,0.00013,24,Tốt
7.75,214.1,442.6,1.566,68.0,0.00684,0.00066,10,Tốt
9.02,117.6,872.4,1.316,218.9,0.00571,0.00292,18,Trung bình
7.52,366.3,757.8,1.474,55.3,0.01409,0.00062,15,Trung bình
6.14,363.9,1049.3,0.964,218.1,0.0007,0.00083,20,Trung bình
7.84,109.0,1667.4,0.494,280.3,0.01801,0.00021,261,Kém
5.42,90.3,1643.6,1.006,210.1,0.02784,0.00069,24,Kém
7.29,147.9,296.1,3.692,300.4,0.00286,0.00321,16,Trung bình
7.24,97.0,265.7,6.57,156.7,0.08531,0.00075,14,Nguy hiểm
5.12,217.2,256.5,1.976,547.4,0.00497,0.00048,860,Kém
7.53,176.2,161.9,1.056,63.2,0.00718,0.00106,3,Tốt
6.45,153.2,751.4,3.935,132.5,0.00478,0.0002,24,Trung bình
7.5,145.5,352.5,1.785,110.6,0.00299,0.00106,22,Tốt
7.83,95.0,265.8,0.7,160.8,0.00653,0.0004,18,Tốt
9.93,565.6,258.1,4.591,146.0,0.00735,0.00038,689,Kém
7.45,104.7,741.9,0.717,169.8,0.0056,0.00357,75,Trung bình
6.83,169.8,168.8,0.676,177.8,0.00669,0.00053,13,Tốt
8.62,399.3,1046.4,1.374,200.6,0.00569,0.0009,7,Trung bình
8.03,675.4,329.4,4.426,691.2,0.00384,0.00269,685,Kém
8.14,183.6,317.9,0.569,166.3,0.00293,0.00143,16,Tốt
7.29,131.3,796.2,0.034,58.6,0.0134,7e-05,21,Trung bình
7.7,187.5,964.7,0.953,161.1,0.01219,0.00132,17,Trung bình
6.26,81.2,478.8,0.073,216.9,0.00219,0.00113,153,Trung bình
7.54,126.7,431.5,1.031,67.4,0.00463,0.00145,22,Tốt
